react_id	kappmax_davidi_per_pp_per_s_ensemble_model	kappmax_davidi_per_pp_per_s_median_imputed	kappmax_KO_ALE_davidi_per_pp_per_s_ensemble_model	kappmax_KO_ALE_davidi_per_pp_per_s_median_imputed	kappmax_KO_ALE_per_pp_per_s_ensemble_model	kappmax_KO_ALE_per_pp_per_s_median_imputed	kcat_in_vitro_per_s_ensemble_model	kcat_in_vitro_per_s_median_imputed
ALDD2x	6.134702871	6.2	9.687761178	4.2	3.396362542	3.26802058	10.15103894	16.61666667
ALDD2y	4.273009954	6.2	5.825568447	4.2	2.658470555	3.26802058	17.14512919	16.61666667
ALDD3y	4.757470167	6.2	5.663232244	4.2	2.909702787	3.26802058	18.01636109	16.61666667
ALDD4	4.004458311	6.2	5.702653524	4.2	2.973964251	3.26802058	12.37665187	16.61666667
ALKP	5.398324981	6.2	13.83545531	4.2	4.550677553	3.26802058	34.53874893	16.61666667
ALLK	6.30818144	6.2	8.535407882	4.2	3.550841344	3.26802058	47	47
ALLPI	5.863199548	6.2	5.98679927	4.2	4.119160764	3.26802058	11.17834087	16.61666667
ALLPI_b	5.863199548	6.2	5.98679927	4.2	4.119160764	3.26802058	11.17834087	16.61666667
ALLTAMH	7.379503994	6.2	22.64703417	4.2	21.87028232	3.26802058	13.94801967	16.61666667
ALLTAMH2	5.473717622	6.2	10.62910003	4.2	6.517187721	3.26802058	14.2645448	16.61666667
ALLTN	9.472830693	6.2	9.844316515	4.2	8.299338102	3.26802058	0.578	0.578
ALLULPE	6.285414842	6.2	7.010086374	4.2	4.154882646	3.26802058	10.41480792	16.61666667
ALLULPE_b	6.761742319	6.2	8.620070418	4.2	3.402487584	3.26802058	11.04032403	16.61666667
ALPATE160pp	4.682120024	6.2	5.510158099	4.2	2.404650945	3.26802058	8.231767126	16.61666667
ALPATG160pp	4.682120024	6.2	5.510158099	4.2	2.404650945	3.26802058	8.231767126	16.61666667
ALR2	4.084683013	6.2	7.218372456	4.2	2.438321627	3.26802058	13.26034463	16.61666667
ALR2x	6.591767311	6.2	7.34603584	4.2	2.731464761	3.26802058	22.7444199	16.61666667
ALR4x	5.575784466	6.2	5.947464834	4.2	2.499004675	3.26802058	8.245871369	16.61666667
ALTRH	12.31786935	6.2	7.661137657	4.2	2.855540203	3.26802058	62.51354973	16.61666667
AM3PA	4.651641636	6.2	7.553555878	4.2	3.051655042	3.26802058	39.40912937	16.61666667
AM4PA	4.651641636	6.2	7.553555878	4.2	3.051655042	3.26802058	39.40912937	16.61666667
AM4PCP	4.185510589	6.2	17.91311836	4.2	3.73361313	3.26802058	61.04554544	16.61666667
AMALT1	9.13810141	6.2	8.144596356	4.2	2.549964452	3.26802058	7.855219187	16.61666667
AMALT2	9.13810141	6.2	8.144596356	4.2	2.549964452	3.26802058	7.855219187	16.61666667
AMALT3	9.13810141	6.2	8.144596356	4.2	2.549964452	3.26802058	7.855219187	16.61666667
AMALT4	9.13810141	6.2	8.144596356	4.2	2.549964452	3.26802058	7.855219187	16.61666667
AMANAPEr	6.161079914	6.2	13.42084195	4.2	4.245240887	3.26802058	10.24035882	16.61666667
AMANAPEr_b	6.161079914	6.2	13.42084195	4.2	4.245240887	3.26802058	10.24035882	16.61666667
AMANK	6.201099334	6.2	9.413711787	4.2	3.75266698	3.26802058	56	56
AMAOTr	0.001	0.001	0.001	0.001	0.000662464	0.000662464	0.013	0.013
AMAOTr_b	5.237902717	6.2	7.974790823	4.2	3.17083759	3.26802058	9.500918249	16.61666667
AMMQLT8	2.846331318	6.2	0.013341929	0.013341929	0.013341929	0.013341929	5.524392884	16.61666667
AMPMS2	0.007	0.007	0.007	0.007	1.542060535	3.26802058	5.473484487	16.61666667
AMPN	5.452344291	6.2	10.99662673	4.2	12.0073319	3.26802058	24.25739874	16.61666667
AMPNTAT	3.89948906	6.2	6.255218972	4.2	3.693533171	3.26802058	20.70677732	16.61666667
AMPTASECG	9.104001852	6.2	12.23184213	4.2	11.68583496	3.26802058	178.333	178.333
AMPTASEPG	9.104001852	6.2	12.23184213	4.2	11.68583496	3.26802058	19.73792865	16.61666667
ANHMK	5.227911373	6.2	10.27363798	4.2	3.539171515	3.26802058	10.41687675	16.61666667
ANPRT	5	5	5	5	3.173382056	3.173382056	74.97946663	16.61666667
ANS	13.22022566	6.2	17.25908088	4.2	3.655523489	3.26802058	3.7	3.7
AOXSr2	0.001	0.001	0.001778878	0.001778878	0.001778878	0.001778878	0.094055797	16.61666667
AP4AH	8.298125634	6.2	15.86192963	4.2	12.84317152	3.26802058	12.70410098	16.61666667
AP4AS	6.211206779	6.2	9.739121723	4.2	2.655165056	3.26802058	3.4	3.4
AP5AH	13.45414832	6.2	22.69353821	4.2	11.17604014	3.26802058	9.554814333	16.61666667
APCS	3.964119967	6.2	4.267108338	4.2	2.507151117	3.26802058	7.277113813	16.61666667
APG3PAT120	6.000860049	6.2	9.87477282	4.2	4.890184586	3.26802058	27.84920701	16.61666667
APG3PAT140	6.000860049	6.2	9.87477282	4.2	4.890184586	3.26802058	27.84920701	16.61666667
APG3PAT141	6.000860049	6.2	9.87477282	4.2	4.890184586	3.26802058	27.84920701	16.61666667
APG3PAT160	5.083604832	6.2	7.13652466	4.2	4.541992265	3.26802058	26.01962977	16.61666667
APG3PAT161	3.653801422	6.2	6.338107772	4.2	4.157060193	3.26802058	24.24791217	16.61666667
APG3PAT180	6.000860049	6.2	9.87477282	4.2	4.890184586	3.26802058	27.84920701	16.61666667
APG3PAT181	2.947935508	6.2	5.492441443	4.2	3.416439236	3.26802058	19.8477069	16.61666667
APH120	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH140	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH141	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH160	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH161	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH180	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APH181	3.517490195	6.2	5.645324868	4.2	3.125680168	3.26802058	8.31366842	16.61666667
APPLDHr	5.575784466	6.2	5.947464834	4.2	2.499004675	3.26802058	8.245871369	16.61666667
APPLDHr_b	4.612870463	6.2	5.52112613	4.2	2.827125016	3.26802058	13.29019078	16.61666667
APRAUR	0.32	0.32	0.32	0.32	0.076305068	0.076305068	99.42186459	16.61666667
ARABDI	6.314027817	6.2	7.540829568	4.2	2.646269332	3.26802058	11.48553328	16.61666667
ARABDI_b	6.314027817	6.2	7.540829568	4.2	2.646269332	3.26802058	11.48553328	16.61666667
ARAI	6.103093539	6.2	5.877692803	4.2	2.740121587	3.26802058	15.22472104	16.61666667
ARAI_b	6.103093539	6.2	5.877692803	4.2	2.740121587	3.26802058	15.22472104	16.61666667
ARBTNR1	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
ARBTNR2	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
ARBTNR3	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
ARGDC	11.81205433	6.2	32.44323856	4.2	3.250345493	3.26802058	8.227083855	16.61666667
ARGDCpp	10.2731203	6.2	30.62659973	4.2	3.053978562	3.26802058	8.341896111	16.61666667
ARGSL	11	11	11	11	8.567865757	8.567865757	22.00656911	16.61666667
ARGSL_b	5.571938162	6.2	11.81101615	4.2	5.957479498	3.26802058	15.15025594	16.61666667
ARGSS	2.8	2.8	2.8	2.8	1.754435967	1.754435967	8.561122644	16.61666667
ARGTRS	5.112507803	6.2	6.540264366	4.2	2.674387483	3.26802058	26	26
ARHGDx	3.184081856	6.2	7.384162854	4.2	4.789896279	3.26802058	9.340447164	16.61666667
ARHGDx_b	3.349102998	6.2	4.451190865	4.2	4.750348735	3.26802058	7.38665749	16.61666667
ARMEPNS	8.995188458	6.2	9.884807315	4.2	2.604304634	3.26802058	7.779500409	16.61666667
ASAD	6.204921546	6.2	11.66457737	4.2	3.791016871	3.26802058	645	645
ASAD_b	6.3	6.3	18.63376409	18.63376409	18.63376409	18.63376409	39.703762	16.61666667
ASCBPL	10.29606741	6.2	12.28985429	4.2	6.132339795	3.26802058	11.07610687	16.61666667
ASNN	7.215344321	6.2	7.54961254	4.2	3.633264443	3.26802058	38.67933196	16.61666667
ASNNpp	4.312633589	6.2	13.89963811	4.2	8.546121358	3.26802058	41.01607106	16.61666667
ASNS1	6.858999004	6.2	6.360662347	4.2	3.640888647	3.26802058	0.59	0.59
ASNS2	19	19	19	19	8.972533682	8.972533682	0.5	0.5
ASNTRS	5.112507803	6.2	6.540264366	4.2	2.674387483	3.26802058	2.2	2.2
ASP1DC	0.07	0.07	0.07	0.07	0.041348397	0.041348397	0.57	0.57
ASPCT	7.116727107	6.2	13.13841422	4.2	12.13736681	3.26802058	417	417
ASPK	68.54182891	6.2	156.6156566	4.2	13.57494084	3.26802058	98	98
ASPK_b	12.88248992	6.2	10.61474238	4.2	3.322315564	3.26802058	11.46944265	16.61666667
ASPO3	2.591582415	6.2	4.754122673	4.2	1.043996267	3.26802058	4.183211156	16.61666667
ASPO4	1.139040642	6.2	1.921849087	4.2	0.378216233	3.26802058	0.205233765	16.61666667
ASPO5	0.858254283	6.2	2.313773738	4.2	0.395782325	3.26802058	0.195453825	16.61666667
ASPO6	4.2	4.2	4.2	4.2	1.248944794	1.248944794	0.205172425	16.61666667
ASPT	5.996167465	6.2	14.78135861	4.2	3.549696251	3.26802058	1.023	1.023
ASPTA	5.672421263	6.2	12.88001342	4.2	3.502429275	3.26802058	530	530
ASPTA_b	21	21	21.57780268	21.57780268	21.57780268	21.57780268	670	670
ASPTRS	5.112507803	6.2	6.540264366	4.2	2.674387483	3.26802058	9.682677286	16.61666667
ASR	9.909406383	6.2	14.49048423	4.2	2.478370227	3.26802058	13.63840802	16.61666667
AST	4.267984592	6.2	5.930457827	4.2	3.243138138	3.26802058	6.868581448	16.61666667
ATHRDHr	4.089277079	6.2	5.935717991	4.2	2.400644856	3.26802058	11.61231283	16.61666667
ATHRDHr_b	16.19897119	6.2	43.99762191	4.2	16.03101346	3.26802058	50.95280446	16.61666667
ATPPRT	2.2	2.2	3.754474473	3.754474473	3.754474473	3.754474473	11.8099873	16.61666667
ATPS4rpp	1904.904584	6.2	395.4866105	4.2	251.9156892	3.26802058	20	20
ATPS4rpp_b	10.94410173	6.2	41.05588675	4.2	9.234526468	3.26802058	0.025	0.025
BETALDHx	4.954601794	6.2	6.68279883	4.2	2.585937928	3.26802058	9.592941338	16.61666667
BETALDHy	4.961237497	6.2	7.638986718	4.2	2.289428896	3.26802058	22.58557777	16.61666667
BGLA1	6.327010433	6.2	16.32433126	4.2	4.745620238	3.26802058	10.63298982	16.61666667
BMOCOS	0.02	0.02	0.02	0.02	0.010175904	0.010175904	13.68824222	16.61666667
BMOGDS1	5.247912623	6.2	9.780173587	4.2	3.699292012	3.26802058	14.20825827	16.61666667
BMOGDS2	5.247912623	6.2	9.780173587	4.2	3.699292012	3.26802058	14.20825827	16.61666667
BPNT	22	22	84.84512573	84.84512573	84.84512573	84.84512573	23.85441658	16.61666667
BSORx	13.00739377	6.2	9.964770578	4.2	2.895213845	3.26802058	10.2328413	16.61666667
BSORy	4.409593221	6.2	8.177877455	4.2	2.362444298	3.26802058	7.048930369	16.61666667
BTS5	0.002	0.002	0.002	0.002	0.000739492	0.000739492	1.42E-05	1.42E-05
BUTCT	9.514455293	6.2	6.680417097	4.2	2.752223696	3.26802058	10.28369077	16.61666667
BWCOGDS1	5.247912623	6.2	9.780173587	4.2	3.699292012	3.26802058	14.20825827	16.61666667
BWCOGDS2	5.247912623	6.2	9.780173587	4.2	3.699292012	3.26802058	14.20825827	16.61666667
BWCOS	3.699897558	6.2	4.679335176	4.2	2.326041716	3.26802058	13.68824222	16.61666667
CAT	16.35754197	6.2	106.7175016	4.2	4.358878382	3.26802058	12.58360318	16.61666667
CBIAT	4.818940873	6.2	7.799589364	4.2	3.609821946	3.26802058	14.24753416	16.61666667
CBIAT_b	5.723576362	6.2	7.174158627	4.2	3.411687998	3.26802058	24.53480321	16.61666667
CBLAT	2.863568878	6.2	0.204043245	0.204043245	0.204043245	0.204043245	5.849044019	16.61666667
CBLAT_b	5.723576362	6.2	7.174158627	4.2	3.411687998	3.26802058	24.53480321	16.61666667
CBMKr	12.65348708	6.2	22.09857126	4.2	12.49794668	3.26802058	407.031776	16.61666667
CBMKr_b	10.8665458	6.2	21.82872694	4.2	4.845883003	3.26802058	12.013618	16.61666667
CBPS	6.407064994	6.2	18.531797	4.2	2.650179974	3.26802058	4.04	4.04
CCGS	4.697589367	6.2	5.970536571	4.2	2.83896385	3.26802058	9.123311774	16.61666667
CDAPPA120	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA140	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA141	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA160	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA161	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA180	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDAPPA181	14.11747455	6.2	14.59059938	4.2	5.716150508	3.26802058	9.19529305	16.61666667
CDGR	4.861515769	6.2	7.342254669	4.2	2.505639266	3.26802058	7.616644319	16.61666667
CDGS	4.687329226	6.2	13.53119048	4.2	3.322615304	3.26802058	8.060885017	16.61666667
CDGUNPD	9.214565749	6.2	11.01715006	4.2	3.530083254	3.26802058	16.20621726	16.61666667
CDPMEK	1.3	1.3	4.086810704	4.086810704	4.086810704	4.086810704	19.15408462	16.61666667
CDPPH	13.53872308	6.2	20.95644301	4.2	5.226492905	3.26802058	14.41218859	16.61666667
CFAS160E	18.02480502	6.2	8.42750201	4.2	2.694100778	3.26802058	0.12	0.12
CFAS160G	18.02480502	6.2	8.42750201	4.2	2.694100778	3.26802058	0.12	0.12
CFAS180E	18.02480502	6.2	8.42750201	4.2	2.694100778	3.26802058	0.12	0.12
CFAS180G	18.02480502	6.2	8.42750201	4.2	2.694100778	3.26802058	0.12	0.12
CHOLD	4.723432593	6.2	5.363601132	4.2	3.420031469	3.26802058	9.215039887	16.61666667
CHOLID	3.597233753	6.2	5.468849042	4.2	3.274975321	3.26802058	8.094174131	16.61666667
CHORM	19.47469378	6.2	22.46701367	4.2	13.01167638	3.26802058	34.183	34.183
CHORS	42	42	42	42	32.64962991	32.64962991	18.84241651	16.61666667
CHRPL	0.23	0.23	0.543619103	0.543619103	0.543619103	0.543619103	1.961194746	16.61666667
CINNDO	11.19925797	6.2	8.481311243	4.2	2.766830892	3.26802058	9.31532019	16.61666667
CITL	39.42706864	6.2	81.31770197	4.2	6.392752085	3.26802058	11.98039239	16.61666667
CLPNH120pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH140pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH141pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH160pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH161pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH180pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNH181pp	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
CLPNS120pp	4.768002471	6.2	5.233400557	4.2	3.757661794	3.26802058	9.193215199	16.61666667
CLPNS120pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS140pp	4.768002471	6.2	5.233400557	4.2	3.757661794	3.26802058	9.193215199	16.61666667
CLPNS140pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS141pp	4.768002471	6.2	5.233400557	4.2	3.757661794	3.26802058	9.193215199	16.61666667
CLPNS141pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS160pp	0.173727495	6.2	0.247394389	4.2	0.389207237	3.26802058	3.346692104	16.61666667
CLPNS160pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS161pp	0.146467219	6.2	0.210793474	4.2	0.326187925	3.26802058	3.052240912	16.61666667
CLPNS161pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS180pp	4.768002471	6.2	5.233400557	4.2	3.757661794	3.26802058	9.193215199	16.61666667
CLPNS180pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CLPNS181pp	0.093833539	6.2	0.135608987	4.2	0.194468725	3.26802058	2.599803209	16.61666667
CLPNS181pp_b	4.660737828	6.2	4.949595303	4.2	2.56928241	3.26802058	8.101401373	16.61666667
CMPN	4.594770465	6.2	9.722981553	4.2	11.29015358	3.26802058	15.8764303	16.61666667
COLIPAabcpp	4.342766782	6.2	0.808873219	0.808873219	0.808873219	0.808873219	8.598624768	16.61666667
COLIPAKpp	6.11015096	6.2	10.2269644	4.2	3.829000535	3.26802058	13.13274426	16.61666667
CPGNR1	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
CPGNR2	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
CPGNR3	5.033260111	6.2	14.13257895	4.2	3.4875406	3.26802058	10.06249517	16.61666667
CPH4S	3.348942032	6.2	4.609232076	4.2	3.212317572	3.26802058	9.060069331	16.61666667
CPL	5.456207071	6.2	10.22181669	4.2	11.76007604	3.26802058	16.73145236	16.61666667
CPMPS	0.104241164	6.2	1.139027926	4.2	0.099392019	3.26802058	35.43500638	16.61666667
CPPPGO	0.25	0.25	0.69685284	0.69685284	0.69685284	0.69685284	3.7298355	16.61666667
CPPPGO2	6.077521978	6.2	5.404058128	4.2	2.407467277	3.26802058	12.57007188	16.61666667
CRNBTCT	7.55131445	6.2	8.148371029	4.2	3.236285484	3.26802058	13.76733916	16.61666667
CRNBTCT_b	7.55131445	6.2	8.148371029	4.2	3.236285484	3.26802058	13.76733916	16.61666667
CRNCAL2	5.054652194	6.2	7.844944817	4.2	2.501160874	3.26802058	6.939109565	16.61666667
CRNCAR	6.734758907	6.2	36.78338349	4.2	8.09731474	3.26802058	19.41422974	16.61666667
CRNCAR_b	6.734758907	6.2	36.78338349	4.2	8.09731474	3.26802058	19.41422974	16.61666667
CRNCBCT	7.55131445	6.2	8.148371029	4.2	3.236285484	3.26802058	13.76733916	16.61666667
CRNCBCT_b	7.55131445	6.2	8.148371029	4.2	3.236285484	3.26802058	13.76733916	16.61666667
CRNCDH	5.875124708	6.2	9.879177461	4.2	4.078269014	3.26802058	12.92396938	16.61666667
CRNCDH_b	5.875124708	6.2	9.879177461	4.2	4.078269014	3.26802058	12.92396938	16.61666667
CRNDCAL2	5.054652194	6.2	7.844944817	4.2	2.501160874	3.26802058	6.939109565	16.61666667
CS	29	29	31.49134338	31.49134338	31.49134338	31.49134338	81	81
CSND	6.096408924	6.2	14.39082526	4.2	11.4649872	3.26802058	185	185
CTBTCAL2	5.054652194	6.2	7.844944817	4.2	2.501160874	3.26802058	6.939109565	16.61666667
CTECOAI6	13.86406955	6.2	32.75266287	4.2	6.982129002	3.26802058	6.35006795	16.61666667
CTECOAI6_b	13.86406955	6.2	32.75266287	4.2	6.982129002	3.26802058	6.35006795	16.61666667
CTECOAI7	13.86406955	6.2	32.75266287	4.2	6.982129002	3.26802058	6.35006795	16.61666667
CTECOAI7_b	55	55	55	55	11.53258697	3.26802058	6.50989803	16.61666667
CTECOAI8	13.86406955	6.2	32.75266287	4.2	6.982129002	3.26802058	6.35006795	16.61666667
CTECOAI8_b	24.32768965	6.2	41.77118819	4.2	8.412462644	3.26802058	5.505012922	16.61666667
CTPS2	11	11	11	11	4.258781774	4.258781774	6.1	6.1
CU1Opp	8.818029271	6.2	22.9970613	4.2	2.852557914	3.26802058	21.55852203	16.61666667
CURR	4.604288849	6.2	7.652950968	4.2	2.671109308	3.26802058	12.28469553	16.61666667
CXSAMS	6.633476684	6.2	10.5422327	4.2	4.072983786	3.26802058	16.44859182	16.61666667
CYANST	6.521088598	6.2	8.053956277	4.2	5.94720093	3.26802058	230	230
CYANSTpp	4.6389622	6.2	8.52388734	4.2	5.097865378	3.26802058	230	230
CYNTAH	3.345216355	6.2	4.758489478	4.2	2.868001759	3.26802058	13.40827691	16.61666667
CYSDDS	5.948444156	6.2	8.29743707	4.2	3.169668297	3.26802058	8.573107835	16.61666667
CYSDS	3.358520938	6.2	3.738338776	4.2	2.611557281	3.26802058	14.94262495	16.61666667
CYSS	13.96604104	6.2	39.63983809	4.2	11.87652759	3.26802058	810	810
CYSSADS	4.562380747	6.2	6.70410634	4.2	2.872550688	3.26802058	9.149593914	16.61666667
CYSTA	12.144702	6.2	7.054931286	4.2	2.456686682	3.26802058	29.19707827	16.61666667
CYSTL	4.14728789	6.2	8.409848049	4.2	6.477450385	3.26802058	45.3	45.3
CYSTRS	5.112507803	6.2	6.540264366	4.2	2.674387483	3.26802058	142	142
CYTBD2pp	15.27787586	6.2	19.1000026	4.2	3.527149957	3.26802058	14.30509469	16.61666667
CYTBDpp	7.231678042	6.2	8.516278188	4.2	2.54015101	3.26802058	16.85200884	16.61666667
CYTBO3_4pp	45.1190592	6.2	45.34825144	4.2	231.8661042	3.26802058	530	530
CYTD	6.463560389	6.2	10.5960702	4.2	3.768050014	3.26802058	7.105802431	16.61666667
CYTDH	5.971949404	6.2	9.722481565	4.2	3.313923273	3.26802058	11.6	11.6
CYTDK1	4.990047093	6.2	9.781449411	4.2	3.57669083	3.26802058	11.93240132	16.61666667
CYTDK2	5.091461043	6.2	10.11585314	4.2	3.63327133	3.26802058	12.37601689	16.61666667
CYTK1	24	24	24	24	14.92479681	14.92479681	103	103
CYTK1_b	6.328626075	6.2	8.911977802	4.2	4.524805338	3.26802058	103	103
CYTK2	5.314612542	6.2	9.997483094	4.2	3.763684222	3.26802058	109	109
CYTK2_b	5.663899728	6.2	8.340216273	4.2	3.257719929	3.26802058	109	109
DAAD	2.782583416	6.2	0.212326006	0.212326006	0.212326006	0.212326006	5.03437841	16.61666667
DADA	9.050497175	6.2	33.05413575	4.2	54.16734212	3.26802058	16.7135866	16.61666667
DADK	4.556367675	6.2	4.814276696	4.2	4.360948684	3.26802058	14.09307315	16.61666667
DADK_b	2.856972915	6.2	3.920073832	4.2	2.37547143	3.26802058	19.4318034	16.61666667
DAGK120	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK140	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK141	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK160	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK161	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK180	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAGK181	4.774222784	6.2	6.373401439	4.2	5.427743685	3.26802058	20.86268366	16.61666667
DAPAL	6.271290198	6.2	15.7440618	4.2	3.737809699	3.26802058	58.6	58.6
DAPDC	40	40	55.70099746	55.70099746	55.70099746	55.70099746	55	55
DAPE	84	84	84	84	55.54165085	55.54165085	84	84
DAPE_b	10.66610263	6.2	14.83635659	4.2	6.141986156	3.26802058	67	67
DASYN120	10.43258548	6.2	31.63152061	4.2	9.525848935	3.26802058	22.11169535	16.61666667
DASYN140	10.43258548	6.2	31.63152061	4.2	9.525848935	3.26802058	22.11169535	16.61666667
DASYN141	10.43258548	6.2	31.63152061	4.2	9.525848935	3.26802058	22.11169535	16.61666667
DASYN160	66	66	111.484065	111.484065	111.484065	111.484065	45.70306493	16.61666667
DASYN161	78	78	86.7116673	86.7116673	86.7116673	86.7116673	36.72425615	16.61666667
DASYN180	10.43258548	6.2	31.63152061	4.2	9.525848935	3.26802058	22.11169535	16.61666667
DASYN181	8.534467762	6.2	44.6903126	44.6903126	44.6903126	44.6903126	20.79394966	16.61666667
DB4PS	0.34	0.34	0.34	0.34	0.091318794	0.091318794	7.072267705	16.61666667
DBTS	5.00E-04	5.00E-04	0.003799383	0.003799383	0.003799383	0.003799383	0.028	0.028
DC6PDA	5.468099987	6.2	11.10355618	4.2	8.290936246	3.26802058	26.09030916	16.61666667
DC6PH	7.379503994	6.2	22.64703417	4.2	21.87028232	3.26802058	13.94801967	16.61666667
DCTPD	3.451152759	6.2	4.316286198	4.2	3.330231739	3.26802058	1.24	1.24
DCYTD	6.463560389	6.2	10.5960702	4.2	3.768050014	3.26802058	7.105802431	16.61666667
DDGALK	6.45662608	6.2	9.35832352	4.2	3.806317788	3.26802058	12.59481908	16.61666667
DDGLK	6.22654727	6.2	7.675141045	4.2	3.582868934	3.26802058	10.2442452	16.61666667
DDPA	14.73061872	6.2	30.47449575	4.2	10.95666163	3.26802058	122	122
DDPGALA	4.86093154	6.2	6.386998232	4.2	3.085914427	3.26802058	10.10272284	16.61666667
DDPGALA_b	4.659079428	6.2	5.890278295	4.2	3.250093998	3.26802058	16.64918386	16.61666667
DGK1	5.498306575	6.2	10.00479464	4.2	3.756579384	3.26802058	13.76406729	16.61666667
DGK1_b	5.724324869	6.2	8.456705986	4.2	3.378428847	3.26802058	31.90448666	16.61666667
DGUNC	3.8350325	6.2	5.949137402	4.2	3.786562424	3.26802058	10.20240764	16.61666667
DHACOAH	5.819848575	6.2	10.97806134	4.2	4.178044142	3.26802058	15.30352353	16.61666667
DHACOAH_b	5.819848575	6.2	10.97806134	4.2	4.178044142	3.26802058	15.30352353	16.61666667
DHAD1	420	420	420	420	38.41794721	38.41794721	29.31618087	16.61666667
DHAD2	139	139	139	139	12.7664884	12.7664884	18.69268549	16.61666667
DHAPT	32.47886142	6.2	44.35166917	4.2	1.008447855	3.26802058	2.8	2.8
DHBD	1.289879319	6.2	0.936895016	0.936895016	0.936895016	0.936895016	92.5	92.5
DHBD_b	4.759313515	6.2	5.717966247	4.2	2.377994302	3.26802058	9.437477402	16.61666667
DHBS	3.434752096	6.2	0.509427512	0.509427512	0.509427512	0.509427512	5.5	5.5
DHBSH	5.760042456	6.2	12.8197036	4.2	7.098511645	3.26802058	17.35271477	16.61666667
DHCIND	4.425259888	6.2	5.167794702	4.2	2.733627046	3.26802058	14.71562361	16.61666667
DHCINDO	7.086256056	6.2	18.75338232	4.2	3.193945572	3.26802058	9.792282051	16.61666667
DHCURR	4.604288849	6.2	7.652950968	4.2	2.671109308	3.26802058	12.28469553	16.61666667
DHDPRy	14	14	14	14	8.859222165	8.859222165	41.51912655	16.61666667
DHDPS	11	11	11	11	7.126217323	7.126217323	124	124
DHFR	1.945299956	6.2	2.652036173	4.2	2.900610191	3.26802058	78.6485418	16.61666667
DHFR_b	3.960870973	6.2	4.427367834	4.2	2.448391186	3.26802058	10	10
DHFS	0.23	0.23	0.23	0.23	0.119841406	0.119841406	6.864421151	16.61666667
